name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,futureType,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
MVDA25-PERP,True,False,2.5,0.0001,0.0001,8170.0,8150.0,8190.0,8170.0,future,perpetual,,False,,MVDA25,False,False,350.0,-0.011195158850226929,0.008641975308641974,-0.009996970614965161,15427.69125,15427.69125,8317.5,8105.0,
NEAR-PERP,True,False,0.001,0.1,0.1,3.576,3.575,3.576,3.576,future,perpetual,,False,,NEAR,False,False,2500.0,-0.008594399778209038,0.010740531373657434,-0.002788622420524261,11029917.1416,11029917.1416,3.615,3.517,
NEAR-1230,True,False,0.001,0.1,0.1,3.522,3.489,3.566,3.522,future,future,,False,,NEAR,False,False,2500.0,0.0,0.009169054441260744,0.006285714285714286,7153.0904,7153.0904,3.595,3.458,
NEAR/USD,True,False,0.001,0.1,0.1,3.579,3.576,3.578,3.578,spot,,NEAR,False,USD,,False,True,2000.0,-0.007214206437291898,0.011020062164453235,-0.0019525801952580196,1292028.5191,1292028.5191,3.615,3.518,
NEAR/USDT,True,False,0.001,0.1,0.1,3.576,3.573,3.578,3.576,spot,,NEAR,False,USDT,,False,True,1400.0,-0.008044382801664356,0.010169491525423728,-0.002232142857142857,52446.7523,52448.50035025416,3.615,3.519,
NEO-PERP,True,False,0.0025,0.1,0.1,8.47,8.47,8.475,8.47,future,perpetual,,False,,NEO,False,False,350.0,-0.013682678311499273,0.0002952465308532625,-0.020526163631107257,1581733.4865,1581733.4865,8.7125,8.4275,
NEXO/USD,True,False,0.00025,1.0,1.0,0.898,0.897,0.89875,0.898,spot,,NEXO,False,USD,,False,True,280.0,-0.011013215859030838,0.012401352874859075,-0.024178212442271124,17590.02475,17590.02475,0.933,0.885,
NFLX-0930,True,False,0.01,0.01,0.01,245.75,240.52,242.83,242.83,future,future,,False,,NFLX,True,False,350.0,-0.0023008340523439745,0.055369637967751746,-0.014608610964574118,97433.7883,97433.7883,246.75,228.77,True
NFLX-1230,True,False,0.01,0.01,0.01,241.5,241.5,243.05,241.5,future,future,,False,,NFLX,True,False,350.0,-0.004452139500371012,0.05444701567480243,-0.013036903837508685,60412.6941,60412.6941,247.07,225.92,True
NFLX/USD,True,False,0.01,0.01,0.01,241.91,241.38,242.06,241.91,spot,,NFLX,False,USD,,True,True,280.0,-0.001897924660642819,0.05288126740947075,-0.013135887080324725,227305.7446,227305.7446,246.8,228.17,True
NIO-0930,True,False,0.005,0.05,0.05,16.885,16.735,17.105,16.885,future,future,,False,,NIO,True,False,350.0,-0.0017735737511084836,-0.0002960331557134399,-0.03459119496855346,39926.8645,39926.8645,17.555,16.525,True
NIO-1230,True,False,0.005,0.05,0.05,16.98,16.825,17.025,16.98,future,future,,False,,NIO,True,False,350.0,0.0,0.001474491300501327,-0.026934097421203437,98485.17175,98485.17175,17.5,16.77,True
NIO/USD,True,False,0.05,0.005,0.005,16.7,16.7,17.1,16.7,spot,,NIO,False,USD,,True,True,280.0,-0.005952380952380952,-0.0029850746268656717,-0.03188405797101449,42384.98175,42384.98175,17.65,16.65,True
NOK-0930,True,False,0.0005,0.1,0.1,4.308,4.2395,4.2955,4.2955,future,future,,False,,NOK,True,False,350.0,-0.0029015784586815226,0.0076237391508327465,-0.012869125588877399,81.4212,81.4212,4.367,4.2285,True
NOK-1230,True,False,0.0005,0.1,0.1,4.2445,4.218,4.2915,4.2445,future,future,,False,,NOK,True,False,350.0,-0.0008239171374764595,-0.0024676850763807284,-0.039053656327824315,56.0274,56.0274,4.417,4.237,True
NOK/USD,True,False,0.0005,0.1,0.1,4.2475,4.2235,4.2875,4.2475,spot,,NOK,False,USD,,True,True,280.0,-0.0014106030327965206,0.012877071658519137,-0.019845390561901464,3055.44335,3055.44335,4.3635,4.182,True
NVDA-0930,True,False,0.05,0.0025,0.0025,128.0,124.15,125.55,125.55,future,future,,False,,NVDA,True,False,350.0,-0.009467455621301775,0.019902518277822908,-0.009858044164037854,103384.16475,103384.16475,128.0,122.85,True
NVDA-1230,True,False,0.05,0.0025,0.0025,125.5,124.15,125.55,125.5,future,future,,False,,NVDA,True,False,350.0,-0.0015910898965791568,0.017430077016619375,-0.017996870109546165,21187.59075,21187.59075,127.9,123.0,True
NVDA/USD,True,False,0.05,0.0025,0.0025,124.9,124.6,125.45,124.9,spot,,NVDA,False,USD,,True,True,280.0,-0.01147605856747131,0.011336032388663968,-0.02269170579029734,2091.932,2091.932,127.95,123.0,True
OKB-PERP,True,False,0.0005,0.01,0.01,15.5665,15.562,15.568,15.5665,future,perpetual,,False,,OKB,False,False,350.0,-0.00727017633366283,0.020118614633506997,0.005360545096392935,376132.672165,376132.672165,15.7385,15.24,
OKB-0930,True,False,0.0005,0.01,0.01,15.559,15.4945,15.615,15.559,future,future,,False,,OKB,False,False,350.0,-0.004829063929131089,0.02341643096757219,0.0034503885717971044,23659.911345,23659.911345,15.7,15.154,
OKB-1230,True,False,0.0005,0.01,0.01,14.8365,14.812,14.8475,14.8365,future,future,,False,,OKB,False,False,350.0,-0.006528726396143029,0.019550577240241892,0.007093402117838718,4538.11332,4538.11332,14.972,14.5195,
OKB/USD,True,False,0.0005,0.1,0.1,15.56,15.5415,15.56,15.56,spot,,OKB,False,USD,,False,True,280.0,-0.007399846899719316,0.01765860039241334,0.003547242824895195,72395.82485,72395.82485,15.774,15.2355,
OMG-PERP,True,False,0.0005,0.1,0.1,1.697,1.697,1.698,1.697,future,perpetual,,False,,OMG,False,False,600.0,-0.011072261072261072,0.007719714964370546,-0.017655571635311142,1246697.6566,1246697.6566,1.7475,1.675,
OMG-0930,True,False,0.0005,0.1,0.1,1.7035,1.7045,1.705,1.7045,future,future,,False,,OMG,False,False,600.0,-0.008146639511201629,0.010074074074074074,-0.013599537037037037,225235.70795,225235.70795,1.747,1.677,
OMG-1230,True,False,0.0005,0.1,0.1,1.7175,1.681,1.6925,1.6925,future,future,,False,,OMG,False,False,600.0,-0.01225561715786402,0.015906362545018007,-0.018271461716937356,227.47605,227.47605,1.7365,1.6595,
OMG/JPY,True,False,0.05,0.5,0.5,246.95,245.0,246.1,246.1,spot,,OMG,False,JPY,,False,True,336.0,-0.007060722211014727,0.012757201646090535,-0.009259259259259259,33048.075,228.0317175,251.9,240.05,
OMG/USD,True,False,0.0005,0.5,0.5,1.6975,1.6955,1.6985,1.6975,spot,,OMG,False,USD,,False,True,480.0,-0.011932479627473807,0.00741839762611276,-0.017366136034732273,102455.42775,102455.42775,1.746,1.6765,
ONE-PERP,True,False,2.5e-05,10.0,10.0,0.01935,0.01935,0.019375,0.01935,future,perpetual,,False,,ONE,False,False,1500.0,-0.015267175572519083,0.0,-0.019011406844106463,1562219.16825,1562219.16825,0.019975,0.019275,
ONT-PERP,True,False,5e-05,1.0,1.0,0.22085,0.2208,0.22095,0.22085,future,perpetual,,False,,ONT,False,False,350.0,-0.010528673835125449,0.015168926683521029,-0.014502454261490405,427069.36765,427069.36765,0.225,0.2165,
OP-PERP,True,False,0.00025,1.0,1.0,0.902,0.90175,0.902,0.902,future,perpetual,,False,,OP,False,False,350.0,-0.007700770077007701,0.01777150916784203,-0.017429193899782137,12816790.6085,12816790.6085,0.925,0.8835,
OP-0930,True,False,0.00025,1.0,1.0,0.909,0.90025,0.90525,0.90525,future,future,,False,,OP,False,False,350.0,-0.004125412541254125,0.023459581684567552,-0.01683410263372251,31.84225,31.84225,0.924,0.88,
OP-1230,True,False,0.00025,1.0,1.0,0.89675,0.90075,0.9055,0.90075,future,future,,False,,OP,False,False,350.0,-0.007984581497797356,0.012078651685393259,-0.016648471615720525,9222.61525,9222.61525,0.92475,0.8875,
ORBS/USD,True,False,2.5e-05,10.0,10.0,0.04025,0.040175,0.0403,0.04025,spot,,ORBS,False,USD,,False,True,280.0,-0.017094017094017096,0.19970193740685543,0.15994236311239193,59816.422,59816.422,0.042325,0.033425,
ORCA/USD,True,False,0.0001,1.0,1.0,0.8554,0.8499,0.8556,0.8554,spot,,ORCA,False,USD,,False,True,280.0,0.0,0.003284072249589491,0.005170387779083431,11270.8916,11270.8916,0.8567,0.8455,
OXY-PERP,True,False,0.0001,0.1,0.1,0.049,0.049,0.0491,0.049,future,perpetual,,False,,OXY,False,False,350.0,-0.002036659877800407,0.002044989775051125,0.0,40848.01602,40848.01602,0.0516,0.0487,
OXY/USD,True,False,0.0001,1.0,1.0,0.0489,0.0487,0.0489,0.0489,spot,,OXY,False,USD,,False,True,280.0,-0.004073319755600814,0.0020491803278688526,-0.004073319755600814,22882.8441,22882.8441,0.0503,0.0485,
OXY/USDT,True,False,0.0001,1.0,1.0,0.0493,0.0485,0.0493,0.0493,spot,,OXY,False,USDT,,False,True,196.0,0.0,0.006122448979591836,0.010245901639344262,4620.0206,4620.174585286598,0.0499,0.0485,
PAXG-PERP,True,False,0.1,0.01,0.01,1641.2,1641.7,1642.2,1641.7,future,perpetual,,False,,PAXG,False,False,350.0,-0.0007912355447352404,0.00853913257156899,-0.004668364253668,769657.031,769657.031,1653.7,1626.5,
PAXG/USD,True,False,0.1,0.0001,0.0001,1641.9,1641.7,1642.8,1641.9,spot,,PAXG,False,USD,,False,True,280.0,-0.0001217952621643018,0.008228431071538225,-0.004064054349144729,392137.88123,392137.88123,1656.4,1627.3,
PAXG/USDT,True,False,0.1,0.0001,0.0001,1642.7,1642.7,1645.0,1642.7,spot,,PAXG,False,USDT,,False,True,196.0,0.0001826595226497808,0.00822439084269318,-0.003397439786446642,104770.16313,104773.65511953713,1656.0,1629.1,
PENN-0930,True,False,0.01,0.01,0.01,27.97,27.29,27.49,27.49,future,future,,False,,PENN,True,False,350.0,-0.009726224783861672,0.02958801498127341,-0.01716124419020379,1399.25,1399.25,28.21,26.33,True
PENN-1230,True,False,0.01,0.01,0.01,26.53,27.38,27.58,27.38,future,future,,False,,PENN,True,False,350.0,-0.004725554343874954,0.02470059880239521,-0.02214285714285714,0.0,0.0,28.22,26.53,True
PENN/USD,True,False,0.01,0.01,0.01,28.11,27.28,27.57,27.57,spot,,PENN,False,USD,,True,True,280.0,-0.00791651673263764,0.02338530066815145,-0.0192102454642476,0.0,0.0,28.15,26.69,True
PEOPLE-PERP,True,False,1e-05,10.0,10.0,0.02263,0.02262,0.02263,0.02263,future,perpetual,,False,,PEOPLE,False,False,350.0,-0.011358671909130624,0.004884547069271759,-0.05747605164514785,6665206.1206,6665206.1206,0.02486,0.02234,
PEOPLE/USD,True,False,1e-05,10.0,10.0,0.0225,0.02258,0.02266,0.02258,spot,,PEOPLE,False,USD,,False,True,280.0,-0.015693112467306015,0.001774622892635315,-0.05759599332220367,18595.4209,18595.4209,0.0248,0.02236,
PERP-PERP,True,False,0.001,0.1,0.1,0.548,0.547,0.548,0.548,future,perpetual,,False,,PERP,False,False,350.0,-0.014388489208633094,-0.0036363636363636364,-0.009041591320072333,912048.8498,912048.8498,0.563,0.545,
PERP/USD,True,False,0.001,0.1,0.1,0.548,0.546,0.548,0.548,spot,,PERP,False,USD,,False,True,280.0,-0.01615798922800718,-0.009041591320072333,-0.010830324909747292,43997.6748,43997.6748,0.563,0.546,
PFE-0930,True,False,0.01,0.01,0.01,44.26,44.14,44.46,44.26,future,future,,False,,PFE,True,False,350.0,0.0,0.0038557496030845995,-0.0038262435291469728,2838.1565,2838.1565,44.78,43.95,True
PFE-1230,True,False,0.01,0.01,0.01,44.35,43.67,44.05,44.05,future,future,,False,,PFE,True,False,350.0,-0.00022696323195642307,0.0038742023701002735,-0.005418830435764281,1814.2,1814.2,44.38,43.72,True
PFE/USD,True,False,0.01,0.01,0.01,44.4,44.15,44.34,44.34,spot,,PFE,False,USD,,True,True,280.0,-0.0011263798152737104,0.002033898305084746,-0.0013513513513513514,9.805,9.805,44.75,44.07,True
POLIS-PERP,True,False,2.5e-05,0.1,0.1,0.3399,0.3338,0.3387,0.3387,future,perpetual,,False,,POLIS,False,False,350.0,-0.003237198351971748,0.020872579308266144,0.006837098692033293,25015.9012,25015.9012,0.343525,0.327025,
POLIS/USD,True,False,2.5e-05,0.1,0.1,0.337125,0.337125,0.337675,0.337125,spot,,POLIS,False,USD,,False,True,280.0,-0.004209127159946832,0.019736842105263157,0.005068197063426995,46785.2959775,46785.2959775,0.339175,0.33,
PORT/USD,True,False,0.0005,0.1,0.1,0.0415,0.041,0.042,0.0415,spot,,PORT,False,USD,,False,True,280.0,0.0,0.012195121951219513,0.0,79.44615,79.44615,0.0415,0.041,
TRUMP2024,True,False,0.001,0.1,0.1,0.402,0.402,0.407,0.402,future,prediction,,False,,PRESIDENT 2024,True,False,350.0,-0.012285012285012284,0.0,0.0,93.7182,93.7182,0.407,0.402,
PRISM/USD,True,False,5e-06,10.0,10.0,0.005525,0.005515,0.00561,0.005525,spot,,PRISM,False,USD,,False,True,280.0,-0.0009041591320072332,-0.045768566493955096,-0.006294964028776978,24218.9415,24218.9415,0.005865,0.005445,
PRIV-PERP,True,False,0.1,0.001,0.001,940.4,939.7,942.2,940.4,future,perpetual,,False,,PRIV,False,False,350.0,-0.008435259384226065,0.02117493756108155,0.0036286019210245465,4898892.1933,4898892.1933,969.4,917.3,
PRIV-0930,True,False,0.1,0.001,0.001,946.8,935.5,941.9,941.9,future,future,,False,,PRIV,False,False,350.0,-0.005175327418673426,0.025699662419688556,0.002127885945313331,51.9321,51.9321,966.5,915.0,
PRIV-1230,True,False,0.1,0.001,0.001,932.0,937.5,945.8,937.5,future,future,,False,,PRIV,False,False,350.0,-0.011388801012337867,0.017583848909150115,0.0022450288646568314,13197.9503,13197.9503,968.0,920.1,
PROM-PERP,True,False,0.005,0.01,0.01,5.515,5.51,5.52,5.515,future,perpetual,,False,,PROM,False,False,350.0,-0.008984725965858042,0.027958993476234855,-0.005410279531109108,448552.82715,448552.82715,6.12,5.35,
PROM/USD,True,False,0.005,0.01,0.01,5.525,5.525,5.57,5.525,spot,,PROM,False,USD,,False,True,280.0,-0.00985663082437276,0.028864059590316574,-0.002707581227436823,17511.61745,17511.61745,6.075,5.36,
PSG/USD,True,False,0.0025,0.1,0.1,8.455,8.3125,8.4875,8.455,spot,,PSG,False,USD,,False,True,280.0,-0.009663250366032211,0.020827044974343494,0.006248140434394526,2000.47525,2000.47525,8.66,8.2525,
PSY/USD,True,False,0.0001,1.0,1.0,0.033,0.0329,0.033,0.033,spot,,PSY,False,USD,,False,True,280.0,0.0,0.006097560975609756,0.006097560975609756,29.2062,29.2062,0.0333,0.0328,
PTU/USD,True,False,0.00025,1.0,1.0,0.468,0.46725,0.46925,0.468,spot,,PTU,False,USD,,False,True,280.0,0.0021413276231263384,-0.013178703215603585,0.018498367791077257,607.85025,607.85025,0.47875,0.4555,
PUNDIX-PERP,True,False,0.0005,0.1,0.1,0.4685,0.4685,0.4695,0.4685,future,perpetual,,False,,PUNDIX,False,False,350.0,-0.012644889357218124,-0.012644889357218124,-0.02089864158829676,254731.8026,254731.8026,0.483,0.4675,
PUNDIX/USD,True,False,0.0005,0.1,0.1,0.4705,0.47,0.4715,0.4705,spot,,PUNDIX,False,USD,,False,True,280.0,-0.014659685863874346,-0.010515247108307046,-0.023858921161825725,52229.9175,52229.9175,0.4905,0.4705,
PYPL-0930,True,False,0.025,0.005,0.005,89.65,88.85,89.925,89.65,future,future,,False,,PYPL,True,False,350.0,-0.0022259321090706734,0.046091015169194866,-0.012393280088129992,51.997,51.997,91.725,83.975,True
PYPL-1230,True,False,0.025,0.005,0.005,85.375,88.95,89.8,88.95,future,future,,False,,PYPL,True,False,350.0,-0.011117287381878822,0.03701544739143107,-0.021182943603851444,0.0,0.0,91.75,85.375,True
PYPL/USD,True,False,0.025,0.005,0.005,89.675,89.1,89.525,89.525,spot,,PYPL,False,USD,,True,True,280.0,-0.004448151237142063,0.04311098164870376,-0.016749038989566173,36334.9075,36334.9075,91.675,84.95,True
QI/USD,True,False,1e-05,10.0,10.0,0.00915,0.00913,0.00919,0.00915,spot,,QI,False,USD,,False,True,280.0,-0.012944983818770227,-0.006514657980456026,-0.01929260450160772,6499.3321,6499.3321,0.00947,0.00915,
QTUM-PERP,True,False,0.001,0.1,0.1,2.796,2.795,2.798,2.796,future,perpetual,,False,,QTUM,False,False,350.0,-0.010615711252653927,-0.0003575259206292456,-0.019978969505783387,566629.793,566629.793,2.872,2.784,
RAY-PERP,True,False,0.0001,1.0,1.0,0.5684,0.5679,0.5683,0.5683,future,perpetual,,False,,RAY,False,False,350.0,-0.011652173913043478,0.0325218023255814,-0.009930313588850175,3540731.7242,3540731.7242,0.5861,0.5482,
RAY/USD,True,False,0.0001,1.0,1.0,0.5683,0.5681,0.5686,0.5683,spot,,RAY,False,USD,,False,True,280.0,-0.011824030603373326,0.032897128316975645,-0.010447501305937664,1415675.9126,1415675.9126,0.5853,0.5488,
REAL/USD,True,False,0.0025,0.1,0.1,0.2225,0.22,0.225,0.2225,spot,,REAL,False,USD,,False,True,280.0,0.0,0.0,0.0,105.22025,105.22025,0.2225,0.2225,
REEF-PERP,True,False,5e-06,10.0,10.0,0.00528,0.005285,0.00529,0.005285,future,perpetual,,False,,REEF,False,False,350.0,0.0,0.01536983669548511,-0.050314465408805034,15813013.72065,15813013.72065,0.006175,0.00518,
REEF/USD,True,False,5e-06,10.0,10.0,0.005295,0.005285,0.0053,0.005295,spot,,REEF,False,USD,,False,True,280.0,0.0,0.01826923076923077,-0.05614973262032086,762611.74655,762611.74655,0.00664,0.00519,
REN-PERP,True,False,5e-05,1.0,1.0,0.11205,0.1119,0.11205,0.11205,future,perpetual,,False,,REN,False,False,350.0,-0.015810276679841896,-0.021397379912663755,-0.04025695931477516,2330879.28835,2330879.28835,0.1188,0.11105,
REN/USD,True,False,5e-05,1.0,1.0,0.1121,0.1121,0.11235,0.1121,spot,,REN,False,USD,,False,True,280.0,-0.01838879159369527,-0.02309368191721133,-0.04147071398033347,232411.39205,232411.39205,0.11905,0.11135,
RNDR-PERP,True,False,0.0005,0.1,0.1,0.4655,0.465,0.4655,0.4655,future,perpetual,,False,,RNDR,False,False,350.0,-0.014814814814814815,-0.001072961373390558,-0.022058823529411766,476188.369,476188.369,0.4785,0.4635,
RNDR/USD,True,False,0.0005,0.1,0.1,0.4645,0.4645,0.4655,0.4645,spot,,RNDR,False,USD,,False,True,280.0,-0.01900739176346357,-0.003218884120171674,-0.02620545073375262,84452.98465,84452.98465,0.48,0.464,
RON-PERP,True,False,0.0005,0.1,0.1,0.2525,0.2515,0.2525,0.2525,future,perpetual,,False,,RON,False,False,350.0,-0.015594541910331383,0.01609657947686117,-0.019417475728155338,72376.99875,72376.99875,0.262,0.247,
ROOK/USD,True,False,0.05,0.001,0.001,27.3,27.25,27.4,27.3,spot,,ROOK,False,USD,,False,True,280.0,-0.010869565217391304,-0.028469750889679714,-0.052083333333333336,2558.88235,2558.88235,28.9,26.25,
ROOK/USDT,True,False,0.05,0.001,0.001,27.35,27.05,27.35,27.35,spot,,ROOK,False,USDT,,False,True,196.0,-0.009057971014492754,-0.03866432337434095,-0.047038327526132406,1276.82595,1276.8685066089135,29.2,26.75,
ROSE-PERP,True,False,5e-05,1.0,1.0,0.06105,0.061,0.0611,0.06105,future,perpetual,,False,,ROSE,False,False,350.0,-0.009732360097323601,0.02951096121416526,-0.001635322976287817,1300510.83715,1300510.83715,0.06205,0.0591,
RSR-PERP,True,False,5e-06,10.0,10.0,0.007935,0.00793,0.007935,0.007935,future,perpetual,,False,,RSR,False,False,350.0,-0.011214953271028037,-0.078397212543554,-0.05591909577632362,26670398.10495,26670398.10495,0.0088,0.007855,
RSR/USD,True,False,5e-06,10.0,10.0,0.007945,0.007935,0.007945,0.007945,spot,,RSR,False,USD,,False,True,280.0,-0.009968847352024923,-0.0815028901734104,-0.054729327781082686,2157620.32265,2157620.32265,0.008815,0.00787,
RUNE-PERP,True,False,0.0005,0.1,1.0,1.5525,1.5525,1.553,1.5525,future,perpetual,,False,,RUNE,False,False,350.0,-0.014285714285714285,0.005179669796050502,-0.011461318051575931,3131457.07245,3131457.07245,1.586,1.5385,
RVN-PERP,True,False,5e-06,10.0,10.0,0.036765,0.036765,0.03678,0.036765,future,perpetual,,False,,RVN,False,False,350.0,-0.012357286769644057,0.03228976554822406,0.026525198938992044,3371687.4272,3371687.4272,0.0382,0.0349,
SAND-PERP,True,False,5e-05,1.0,1.0,0.83415,0.83345,0.8337,0.8337,future,perpetual,,False,,SAND,False,False,2100.0,-0.011501067109319422,-0.0022141104661600143,-0.018830175356008002,5484353.0817,5484353.0817,0.8588,0.82915,
SAND/USD,True,False,5e-05,1.0,1.0,0.8341,0.83335,0.83415,0.8341,spot,,SAND,False,USD,,False,True,1680.0,-0.010850874592351022,-0.0021533676277066633,-0.0180705162163753,558708.8032,558708.8032,0.85875,0.8292,
SC-PERP,True,False,2.5e-06,100.0,100.0,0.003445,0.00344,0.003445,0.003445,future,perpetual,,False,,SC,False,False,350.0,-0.008633093525179856,0.006574141709276844,-0.006488824801730353,538603.6285,538603.6285,0.003495,0.0034125,
SCRT-PERP,True,False,5e-05,1.0,1.0,0.9473,0.94515,0.947,0.947,future,perpetual,,False,,SCRT,False,False,350.0,-0.00946603211129125,0.002063382889794191,-0.008065360846339164,555103.6092,555103.6092,0.96595,0.9356,
SECO-PERP,True,False,0.0001,1.0,1.0,3.0404,3.0351,3.0371,3.0371,future,perpetual,,False,,SECO,False,False,350.0,-0.00939365276101634,0.014124482436222786,0.0016490221298769829,11067.8994,11067.8994,3.0805,2.9817,
SECO/USD,True,False,0.0001,1.0,1.0,3.0338,3.0338,3.2146,3.0338,spot,,SECO,False,USD,,False,True,280.0,-0.009533137446947438,0.017951212965137738,0.0031412227622921005,2541.747,2541.747,3.2599,2.9803,
SHIB-PERP,True,False,1e-08,100000.0,100000.0,1.098e-05,1.098e-05,1.099e-05,1.098e-05,future,perpetual,,False,,SHIB,False,False,350.0,-0.011701170117011701,0.0,-0.012589928057553957,1428763.79,1428763.79,1.158e-05,1.094e-05,
SHIB/USD,True,False,1e-08,100000.0,100000.0,1.099e-05,1.097e-05,1.099e-05,1.099e-05,spot,,SHIB,False,USD,,False,True,280.0,-0.010801080108010801,0.0009107468123861566,-0.011690647482014389,441563.926,441563.926,1.156e-05,1.093e-05,
SHIT-PERP,True,False,0.1,0.001,0.001,2312.3,2313.5,2315.6,2313.5,future,perpetual,,False,,SHIT,False,False,350.0,-0.009547050261152495,0.0003891723601141572,-0.015783204288266826,1352269.5301,1352269.5301,2375.6,2305.3,
SHIT-0930,True,False,0.1,0.001,0.001,2322.3,2302.1,2316.4,2316.4,future,future,,False,,SHIT,False,False,350.0,-0.00476906552094522,0.0025535598355334345,-0.013374222676548258,376285.2693,376285.2693,2362.1,2304.4,
SHIT-1230,True,False,0.1,0.001,0.001,2266.3,2256.7,2271.8,2266.3,future,future,,False,,SHIT,False,False,350.0,-0.010435769801764038,0.0018123950137034744,-0.018450344319805967,312604.9183,312604.9183,2317.8,2254.6,
SKL-PERP,True,False,0.0001,1.0,1.0,0.0383,0.0383,0.0384,0.0383,future,perpetual,,False,,SKL,False,False,350.0,-0.01288659793814433,0.005249343832020997,-0.020460358056265986,572803.4014,572803.4014,0.04,0.038,
SKL/USD,True,False,0.0001,1.0,1.0,0.0384,0.0381,0.0384,0.0384,spot,,SKL,False,USD,,False,True,280.0,-0.012853470437017995,0.005235602094240838,-0.02040816326530612,4276.4353,4276.4353,0.0399,0.0381,
SLND/USD,True,False,0.001,0.1,0.1,0.731,0.731,0.734,0.731,spot,,SLND,False,USD,,False,True,280.0,-0.001366120218579235,0.0027434842249657062,0.004120879120879121,5264.7372,5264.7372,0.74,0.716,
SLP-PERP,True,False,2.5e-05,10.0,10.0,0.00325,0.00325,0.003275,0.00325,future,perpetual,,False,,SLP,False,False,350.0,-0.015151515151515152,0.0,-0.015151515151515152,113276.7985,113276.7985,0.00335,0.003225,
SLP/USD,True,False,2.5e-05,10.0,10.0,0.003275,0.00325,0.003275,0.003275,spot,,SLP,False,USD,,False,True,280.0,-0.015037593984962405,0.007692307692307693,-0.015037593984962405,34748.64275,34748.64275,0.00335,0.003225,
SLRS/USD,True,False,1e-05,1.0,1.0,0.01636,0.01633,0.01651,0.01636,spot,,SLRS,False,USD,,False,True,280.0,0.0,0.001837109614206981,-0.001221001221001221,211.35686,211.35686,0.01668,0.01578,
SLV-0930,True,False,0.0025,0.1,0.1,17.275,17.1075,17.26,17.26,future,future,,False,,SLV,True,False,350.0,-0.0008683068017366136,0.026006836082627435,-0.003032490974729242,15973.6815,15973.6815,17.59,16.7075,True
SLV-1230,True,False,0.0025,0.1,0.1,17.1925,17.16,17.2275,17.1925,future,future,,False,,SLV,True,False,350.0,-0.0020316354665505733,0.015805022156573117,-0.01164127622880138,6902.2275,6902.2275,17.5025,16.875,True
SLV/USD,True,False,0.0025,0.1,0.1,17.195,17.1225,17.2125,17.195,spot,,SLV,False,USD,,True,True,280.0,-0.0015967484395412977,0.01971830985915493,-0.008933717579250721,14411.0855,14411.0855,17.4875,16.795,True
SNX-PERP,True,False,0.0005,0.1,0.1,2.355,2.3545,2.3555,2.355,future,perpetual,,False,,SNX,False,False,350.0,-0.008421052631578947,0.02569686411149826,-0.04365482233502538,17269501.4976,17269501.4976,2.4995,2.2855,
SNX/USD,True,False,0.0005,0.1,0.1,2.3585,2.3575,2.359,2.3585,spot,,SNX,False,USD,,False,True,280.0,-0.007574163686092994,0.02677405311275577,-0.04359286293592863,1572265.7638,1572265.7638,2.5005,2.287,
SNY/USD,True,False,0.0001,1.0,1.0,0.1495,0.1498,0.1521,0.1498,spot,,SNY,False,USD,,False,True,280.0,0.0,-0.003989361702127659,0.005369127516778523,672.6061,672.6061,0.1506,0.149,
SOL-PERP,True,False,0.0025,0.01,0.01,33.3725,33.375,33.3775,33.375,future,perpetual,,False,,SOL,False,False,2500.0,-0.013449600945906,0.021735802847084033,0.0018009905447996398,241029803.513025,241029803.513025,33.9625,32.47,
SOL-0930,True,False,0.0025,0.01,0.01,33.38,33.3275,33.355,33.355,future,future,,False,,SOL,False,False,2500.0,-0.013238665779158346,0.021592649310872895,0.002103049421661409,1079578.516775,1079578.516775,33.9175,32.475,
SOL-1230,True,False,0.0025,0.01,0.01,32.9075,32.895,32.9375,32.9075,future,future,,False,,SOL,False,False,2500.0,-0.01400749063670412,0.020783249321442418,0.002436981189551443,270201.019675,270201.019675,33.5275,32.055,
SOL/BTC,True,False,2.5e-07,0.01,0.01,0.00174,0.00174,0.00174025,0.00174,spot,,SOL,False,BTC,,False,True,1200.0,0.002304147465437788,0.015465421651590313,0.015317286652078774,126.3311891275,2424640.403503043,0.001742,0.00168425,
SOL/JPY,True,False,0.01,0.01,0.01,4847.52,4820.3,4838.88,4838.88,spot,,SOL,False,JPY,,False,True,1400.0,-0.012473469387755102,0.026103847083621373,0.0076948227067033465,5623993.6076,38805.55589244,4908.43,4691.4,
SOL/USD,True,False,0.0025,0.01,0.01,33.3725,33.37,33.3775,33.3725,spot,,SOL,False,USD,,False,True,2000.0,-0.013742149981529369,0.02220690711386783,0.0016507841224581677,55858829.56585,55858829.56585,33.96,32.485,
SOL/USDT,True,False,0.0025,0.01,0.01,33.375,33.3625,33.37,33.37,spot,,SOL,False,USDT,,False,True,1400.0,-0.014180206794682423,0.02197381517494832,0.0014254632755645584,10483207.030225,10483556.435515318,33.96,32.49,
SOS-PERP,True,False,1e-08,100000.0,100000.0,2.4e-07,2.3e-07,2.2e-07,2.3e-07,future,perpetual,,False,,SOS,False,False,350.0,-0.08,-0.041666666666666664,-0.041666666666666664,10695.561,10695.561,2.5e-07,2.3e-07,
