name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,futureType,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
SOS/USD,True,False,1e-08,100000.0,100000.0,2.4e-07,2.3e-07,2.4e-07,2.4e-07,spot,,SOS,False,USD,,False,True,280.0,0.0,0.043478260869565216,0.0,473.712,473.712,2.4e-07,2.3e-07,
SPA/USD,True,False,2.5e-05,10.0,10.0,0.009125,0.009075,0.00925,0.009125,spot,,SPA,False,USD,,False,True,280.0,-0.01084010840108401,-0.00273224043715847,-0.0759493670886076,2934.70975,2934.70975,0.01,0.009125,
SPELL-PERP,True,False,2.5e-06,100.0,100.0,0.001005,0.001005,0.0010075,0.001005,future,perpetual,,False,,SPELL,False,False,350.0,-0.012285012285012284,-0.007407407407407408,-0.021897810218978103,261832.725,261832.725,0.00104,0.001005,
SPELL/USD,True,False,2.5e-06,100.0,100.0,0.00101,0.001005,0.00101,0.00101,spot,,SPELL,False,USD,,False,True,280.0,-0.012224938875305624,-0.0049261083743842365,-0.019417475728155338,43124.19625,43124.19625,0.00104,0.001005,
SPY-0930,True,False,0.01,0.001,0.001,375.0,364.33,368.0,368.0,future,future,,False,,SPY,True,False,350.0,-0.00241264333541164,0.0038188761593016913,-0.010619706949858853,44487.93179,44487.93179,375.0,363.42,True
SPY-1230,True,False,0.01,0.001,0.001,367.55,365.32,367.95,367.55,future,future,,False,,SPY,True,False,350.0,-0.0026862755738861453,0.00648995016156416,-0.01164354092718081,579064.6071,579064.6071,387.0,363.7,True
SPY/USD,True,False,0.01,0.001,0.001,365.67,365.86,366.49,365.86,spot,,SPY,False,USD,,True,True,280.0,-0.006625033939723052,0.0017523684354635563,-0.013003129383835113,328398.69896,328398.69896,372.9,361.59,True
SQ-0930,True,False,0.025,0.005,0.005,59.175,57.425,58.325,58.325,future,future,,False,,SQ,True,False,350.0,-0.0017115960633290544,0.05997273966378919,-0.01436417405999155,110196.49925,110196.49925,59.325,54.975,True
SQ-1230,True,False,0.025,0.005,0.005,58.0,57.575,58.25,58.0,future,future,,False,,SQ,True,False,350.0,-0.0025795356835769563,0.05454545454545454,-0.015280135823429542,22036.772,22036.772,59.35,54.525,True
SQ/USD,True,False,0.025,0.005,0.005,58.2,57.425,58.025,58.025,spot,,SQ,False,USD,,True,True,280.0,-0.003006872852233677,0.05308529945553539,-0.0169419737399407,37019.405125,37019.405125,59.3,54.525,True
SRM-PERP,True,False,0.001,1.0,1.0,0.755,0.755,0.756,0.755,future,perpetual,,False,,SRM,False,False,350.0,-0.016927083333333332,0.0107095046854083,-0.009186351706036745,4202338.632,4202338.632,0.77,0.743,
SRM/USD,True,False,0.001,1.0,1.0,0.756,0.755,0.756,0.756,spot,,SRM,False,USD,,False,True,280.0,-0.016905071521456438,0.013404825737265416,-0.006570302233902759,1997837.791,1997837.791,0.771,0.742,
SRM/USDT,True,False,0.001,1.0,1.0,0.755,0.755,0.756,0.755,spot,,SRM,False,USDT,,False,True,196.0,-0.018205461638491547,0.0107095046854083,-0.00788436268068331,89623.089,89626.07613755637,0.771,0.744,
STARS/USD,True,False,5e-05,1.0,1.0,0.0491,0.0491,0.04925,0.0491,spot,,STARS,False,USD,,False,True,280.0,-0.001017293997965412,0.00408997955010225,-0.0020325203252032522,629.79385,629.79385,0.0494,0.0486,
STEP-PERP,True,False,0.0001,0.1,0.1,0.0253,0.0252,0.0253,0.0253,future,perpetual,,False,,STEP,False,False,350.0,-0.01171875,-0.01556420233463035,-0.01937984496124031,45889.21732,45889.21732,0.0262,0.0251,
STEP/USD,True,False,0.0001,0.1,0.1,0.0254,0.0254,0.0255,0.0254,spot,,STEP,False,USD,,False,True,280.0,-0.0078125,-0.011673151750972763,-0.015503875968992248,19810.57584,19810.57584,0.026,0.0254,
STETH/USD,True,False,0.1,0.0001,0.0001,1315.2,1312.3,1315.3,1315.2,spot,,STETH,False,USD,,False,True,280.0,-0.014831460674157304,0.008666308766009663,-0.015126553841545605,112592.40951,112592.40951,1350.7,1294.8,
STG-PERP,True,False,0.00025,1.0,1.0,0.51775,0.5175,0.51775,0.51775,future,perpetual,,False,,STG,False,False,350.0,-0.007190795781399808,-0.004326923076923077,-0.01848341232227488,2111828.352,2111828.352,0.53525,0.51425,
STG/USD,True,False,0.00025,1.0,1.0,0.51925,0.5175,0.51875,0.51875,spot,,STG,False,USD,,False,True,280.0,-0.006226053639846743,-0.0028832292167227293,-0.018912529550827423,84095.416,84095.416,0.5355,0.51575,
STMX-PERP,True,False,5e-06,10.0,10.0,0.007115,0.00711,0.007115,0.007115,future,perpetual,,False,,STMX,False,False,350.0,-0.004198740377886634,-0.0007022471910112359,-0.011118832522585128,683860.2135,683860.2135,0.007255,0.007075,
STMX/USD,True,False,5e-06,10.0,10.0,0.007105,0.0071,0.007135,0.007105,spot,,STMX,False,USD,,False,True,280.0,-0.006293706293706294,-0.0035063113604488078,-0.013194444444444444,17910.63795,17910.63795,0.00724,0.007085,
STORJ-PERP,True,False,0.0005,0.1,0.1,0.448,0.4475,0.448,0.448,future,perpetual,,False,,STORJ,False,False,350.0,-0.008849557522123894,0.0011173184357541898,-0.019693654266958426,721106.55615,721106.55615,0.461,0.4455,
STORJ/USD,True,False,0.0005,0.1,0.1,0.448,0.447,0.449,0.448,spot,,STORJ,False,USD,,False,True,280.0,-0.011037527593818985,0.0,-0.018619934282584884,2680.9225,2680.9225,0.4605,0.4465,
STSOL/USD,True,False,0.025,0.01,0.01,35.325,35.3,35.45,35.325,spot,,STSOL,False,USD,,False,True,280.0,-0.016016713091922007,0.02391304347826087,-0.0007072135785007072,6108.59925,6108.59925,35.925,34.125,
STX-PERP,True,False,0.00025,1.0,1.0,0.32175,0.32175,0.322,0.32175,future,perpetual,,False,,STX,False,False,350.0,-0.010760953112990008,0.002336448598130841,-0.017557251908396947,778120.13025,778120.13025,0.33275,0.31925,
SUN/USD,True,False,5e-07,0.001,0.001,0.0051205,0.0050795,0.0051025,0.0051025,spot,,SUN,False,USD,,False,True,280.0,-0.002736245480308805,0.021010505252626314,0.005914243469689502,1507.954062837,1507.954062837,0.005125,0.0049975,
SUSHI-PERP,True,False,0.0001,0.5,0.5,1.0675,1.0675,1.0676,1.0675,future,perpetual,,False,,SUSHI,False,False,1200.0,-0.010566317545648346,0.01434815659445078,-0.007530680550390479,11022342.461,11022342.461,1.0977,1.0463,
SUSHI-0930,True,False,0.0001,0.5,0.5,1.0763,1.0581,1.0714,1.0714,future,future,,False,,SUSHI,False,False,1200.0,-0.0022350530825107095,0.016701461377870562,0.0018702075930428278,10888.10225,10888.10225,1.093,1.0476,
SUSHI-1230,True,False,0.0001,0.5,0.5,1.0531,1.0532,1.0642,1.0532,future,future,,False,,SUSHI,False,False,1200.0,-0.0015168752370117557,0.015915886948972703,-0.008846226237530586,9570.91165,9570.91165,1.0776,1.0367,
SUSHI/BTC,True,False,1e-08,0.5,0.5,5.567e-05,5.561e-05,5.573e-05,5.567e-05,spot,,SUSHI,False,BTC,,False,True,576.0,0.007419471588852696,0.006144948490872944,0.0054180964421166695,0.173485715,3329.66448685195,5.625e-05,5.432e-05,
SUSHI/USD,True,False,0.0001,0.5,0.5,1.0681,1.0671,1.0685,1.0681,spot,,SUSHI,False,USD,,False,True,960.0,-0.01010194624652456,0.014339981006647674,-0.007434253322181953,931987.84765,931987.84765,1.0974,1.0472,
SUSHI/USDT,True,False,0.0001,0.5,0.5,1.0679,1.0665,1.0683,1.0679,spot,,SUSHI,False,USDT,,False,True,672.0,-0.01193560325684678,0.012995636501612597,-0.005864829640662819,7781.2867,7781.546050285711,1.0971,1.0482,
SWEAT/USD,True,False,1e-06,100.0,100.0,0.028556,0.028319,0.028663,0.028556,spot,,SWEAT,False,USD,,False,True,280.0,-0.04695791476153923,0.020039292730844795,0.011261420780508534,146223.9548,146223.9548,0.030124,0.027087,
SXP-PERP,True,False,0.0005,0.1,0.1,0.3475,0.3475,0.348,0.3475,future,perpetual,,False,,SXP,False,False,900.0,-0.007142857142857143,0.013119533527696793,-0.02250351617440225,1595557.10765,1595557.10765,0.36,0.342,
SXP-0930,True,False,0.0005,0.1,0.1,0.35,0.3465,0.348,0.348,future,future,,False,,SXP,False,False,900.0,-0.004291845493562232,0.01903367496339678,-0.01971830985915493,80.9098,80.9098,0.359,0.341,
SXP-1230,True,False,0.0005,0.1,0.1,0.356,0.3465,0.3485,0.3485,future,future,,False,,SXP,False,False,900.0,-0.007122507122507123,0.01455604075691412,-0.021067415730337078,38.6878,38.6878,0.3585,0.3425,
SXP/BTC,True,False,1e-08,0.1,0.1,1.795e-05,1.81e-05,1.815e-05,1.81e-05,spot,,SXP,False,BTC,,False,True,432.0,0.008356545961002786,0.006674082313681869,-0.012008733624454149,0.047402763,909.78843151299,1.843e-05,1.769e-05,
SXP/USD,True,False,0.0005,0.1,0.1,0.348,0.347,0.3485,0.348,spot,,SXP,False,USD,,False,True,720.0,-0.007132667617689016,0.014577259475218658,-0.02247191011235955,19401.1131,19401.1131,0.3595,0.342,
SXP/USDT,True,False,0.0005,0.1,0.1,0.3475,0.347,0.3485,0.3475,spot,,SXP,False,USDT,,False,True,504.0,-0.008559201141226819,0.014598540145985401,-0.023876404494382022,6198.12625,6198.332833547913,0.3595,0.3425,
THETA-PERP,True,False,5e-05,0.1,0.1,1.0784,1.07775,1.07835,1.07835,future,perpetual,,False,,THETA,False,False,1200.0,-0.007455474251000967,-0.00786640905327077,-0.012951945080091534,4621742.766295,4621742.766295,1.10745,1.0711,
TLM-PERP,True,False,5e-05,1.0,1.0,0.0218,0.0218,0.02185,0.0218,future,perpetual,,False,,TLM,False,False,350.0,-0.028953229398663696,0.02588235294117647,-0.018018018018018018,998993.9803,998993.9803,0.02365,0.0212,
TLM/USD,True,False,5e-05,1.0,1.0,0.0219,0.0218,0.0219,0.0219,spot,,TLM,False,USD,,False,True,280.0,-0.028824833702882482,0.028169014084507043,-0.015730337078651686,22908.4812,22908.4812,0.02355,0.0212,
TLRY-0930,True,False,0.001,0.1,0.1,2.984,2.929,2.965,2.965,future,future,,False,,TLRY,True,False,350.0,-0.004030903594222372,0.06578001437814522,-0.006367292225201072,107.4384,107.4384,3.004,2.775,True
TLRY-1230,True,False,0.001,0.1,0.1,3.0,2.776,3.118,3.0,future,future,,False,,TLRY,True,False,350.0,0.0,0.07526881720430108,0.0,50.0874,50.0874,3.003,2.79,True
TLRY/USD,True,False,0.001,0.1,0.1,3.009,2.95,2.967,2.967,spot,,TLRY,False,USD,,True,True,280.0,-0.006695681285570807,0.057000356252226575,-0.013958125623130608,10180.2416,10180.2416,3.02,2.771,True
TOMO-PERP,True,False,5e-05,0.1,0.1,0.4457,0.4454,0.44595,0.4457,future,perpetual,,False,,TOMO,False,False,350.0,-0.009005002779321845,-0.005133928571428571,-0.027386797599563556,310092.74473,310092.74473,0.4623,0.44355,
TOMO/USD,True,False,5e-05,0.1,0.1,0.44685,0.4458,0.44675,0.44675,spot,,TOMO,False,USD,,False,True,280.0,-0.007663260772989782,-0.004123941150245208,-0.024989087734613707,7171.98689,7171.98689,0.4621,0.44265,
TOMO/USDT,True,False,5e-05,0.1,0.1,0.453,0.44535,0.4474,0.4474,spot,,TOMO,False,USDT,,False,True,196.0,-0.00820217246730215,-0.000223463687150838,-0.02239702829673331,3815.148595,3815.2757539026716,0.4616,0.44505,
TONCOIN-PERP,True,False,0.0005,0.1,0.1,1.2835,1.2825,1.2835,1.2835,future,perpetual,,False,,TONCOIN,False,False,350.0,-0.005424254165052305,-0.004266873545384018,-0.02060282334986646,748627.2459,748627.2459,1.329,1.281,
TONCOIN/USD,True,False,0.0005,0.1,0.1,1.2825,1.2825,1.283,1.2825,spot,,TONCOIN,False,USD,,False,True,280.0,-0.006199147617202635,-0.005428460643660334,-0.020618556701030927,338560.99285,338560.99285,1.326,1.28,
TRU-PERP,True,False,2.5e-05,1.0,1.0,0.051325,0.051225,0.0513,0.0513,future,perpetual,,False,,TRU,False,False,350.0,-0.01203659123736158,-0.005813953488372093,-0.018651362984218076,380644.981675,380644.981675,0.0528,0.051025,
TRU/USD,True,False,2.5e-05,1.0,1.0,0.051225,0.051225,0.0514,0.051225,spot,,TRU,False,USD,,False,True,280.0,-0.011577424023154847,-0.005339805825242718,-0.020086083213773313,84672.9525,84672.9525,0.052775,0.051025,
TRU/USDT,True,False,2.5e-05,1.0,1.0,0.051175,0.0512,0.05145,0.0512,spot,,TRU,False,USDT,,False,True,196.0,-0.0120598166907863,-0.005342399222923749,-0.020564323290291727,4760.184775,4760.34343195855,0.05275,0.05115,
TRX-PERP,True,False,2.5e-06,1.0,1.0,0.05976,0.0597425,0.0597575,0.0597575,future,perpetual,,False,,TRX,False,False,900.0,-0.007886107998173743,0.012624443973734379,0.002600562056960698,9811434.3387525,9811434.3387525,0.060435,0.05883,
TRX-0930,True,False,2.5e-06,1.0,1.0,0.0597575,0.0596325,0.059685,0.059685,future,future,,False,,TRX,False,False,900.0,-0.006822530992595058,0.01337068636189991,0.0034887142196628976,103842.6745625,103842.6745625,0.0602475,0.058725,
TRX-1230,True,False,2.5e-06,1.0,1.0,0.058185,0.0581425,0.0582675,0.058185,future,future,,False,,TRX,False,False,900.0,-0.008308832928544037,0.01517927244176917,0.0046186385807398455,66937.328645,66937.328645,0.05875,0.0570475,
TRX/BTC,True,False,1e-08,1.0,1.0,3.11e-06,3.11e-06,3.12e-06,3.11e-06,spot,,TRX,False,BTC,,False,True,432.0,0.006472491909385114,0.0032258064516129032,0.013029315960912053,10.4745488,201035.186990224,3.12e-06,3.03e-06,
TRX/USD,True,False,2.5e-06,1.0,1.0,0.0598025,0.0597625,0.0598,0.0598,spot,,TRX,False,USD,,False,True,720.0,-0.007633587786259542,0.012486772486772487,0.0028088710015511677,1602954.8800975,1602954.8800975,0.0604325,0.0588775,
TRX/USDT,True,False,2.5e-06,1.0,1.0,0.059795,0.0597675,0.0598,0.059795,spot,,TRX,False,USDT,,False,True,504.0,-0.007428310578080259,0.012659299716330074,0.002851153039832285,856936.2195075,856964.7811916962,0.0604325,0.0588825,
TRYB-PERP,True,False,1e-05,1.0,1.0,0.0533,0.05329,0.0533,0.0533,future,perpetual,,False,,TRYB,False,False,350.0,-0.00037509377344336085,0.00018765246762994934,0.0030109145652992097,181876.30426,181876.30426,0.05355,0.05303,
TRYB/USD,True,False,1e-05,0.1,0.1,0.05342,0.05342,0.05343,0.05342,spot,,TRYB,False,USD,,False,True,280.0,-0.0013086558235184146,0.0,-0.0018684603886397607,160610.059906,160610.059906,0.05358,0.05333,
TSLA-0930,True,False,0.05,0.01,0.01,287.0,280.9,284.0,284.0,future,future,,False,,TSLA,True,False,350.0,-0.006298110566829951,0.0070921985815602835,-0.007340090877315624,339561.227,339561.227,290.3,278.5,True
TSLA-1230,True,False,0.05,0.01,0.01,280.05,280.05,281.2,280.05,future,future,,False,,TSLA,True,False,350.0,-0.010424028268551237,-0.004266666666666667,-0.014775725593667546,312154.2995,312154.2995,287.45,277.0,True
TSLA/BTC,True,False,2.5e-06,0.01,0.01,0.0146975,0.0146625,0.0147325,0.0146975,spot,,TSLA,False,BTC,,True,True,168.0,0.004785506750982738,-0.009435551811288963,-0.005750042279722645,0.2048738,3932.087527474,0.0148725,0.01448,True
TSLA/DOGE,True,False,1.0,0.01,0.01,4745.0,4666.0,4725.0,4725.0,spot,,TSLA,False,DOGE,,True,True,112.0,-0.0012682308180088776,-0.00253324889170361,-0.006726928736598697,3938.35,236.0122007945,4783.0,4635.0,True
TSLA/USD,True,False,0.05,0.01,0.01,282.75,282.45,282.7,282.7,spot,,TSLA,False,USD,,True,True,280.0,-0.008591969139049622,-0.0015892636411795867,-0.013263525305410123,276997.0435,276997.0435,288.75,278.05,True
TSM-0930,True,False,0.05,0.005,0.005,72.0,69.9,71.05,71.05,future,future,,False,,TSM,True,False,350.0,-0.002106741573033708,0.0014094432699083862,-0.013194444444444444,2642.16,2642.16,72.1,70.85,True
TSM-1230,True,False,0.05,0.005,0.005,71.85,70.25,70.9,70.9,future,future,,False,,TSM,True,False,350.0,-0.0028129395218002813,-0.011846689895470384,-0.015961138098542677,2867.1405,2867.1405,72.45,70.65,True
TSM/USD,True,False,0.05,0.005,0.005,71.0,70.5,70.8,70.8,spot,,TSM,False,USD,,True,True,280.0,-0.0028169014084507044,-0.009097270818754374,-0.022099447513812154,16331.04475,16331.04475,72.4,70.65,True
TULIP/USD,True,False,0.0025,0.1,0.1,3.4675,3.455,3.47,3.4675,spot,,TULIP,False,USD,,False,True,280.0,0.0,0.014630577907827359,0.009461426491994178,960.16075,960.16075,3.4675,3.3625,
TWTR-0930,True,False,0.005,0.05,0.05,41.86,42.855,43.21,42.855,future,future,,False,,TWTR,True,False,350.0,-0.0038354253835425384,0.009540636042402828,-0.008330440819160014,0.0,0.0,43.495,41.86,True
TWTR-1230,True,False,0.005,0.05,0.05,42.72,42.76,43.115,42.76,future,future,,False,,TWTR,True,False,350.0,-0.007197585326213141,0.00481729526495124,-0.009497336113041464,16829.913,16829.913,43.51,42.555,True
TWTR/USD,True,False,0.005,0.05,0.05,43.0,42.835,43.04,43.0,spot,,TWTR,False,USD,,True,True,280.0,-0.0009293680297397769,0.01343389111477728,-0.00875979714153988,31533.97825,31533.97825,43.48,42.195,True
UBER-0930,True,False,0.005,0.05,0.05,27.215,27.56,27.95,27.56,future,future,,False,,UBER,True,False,350.0,-0.004874526087741469,0.00018145527127563056,-0.016767748840528007,0.0,0.0,28.18,27.215,True
UBER-1230,True,False,0.005,0.05,0.05,27.545,27.575,27.965,27.575,future,future,,False,,UBER,True,False,350.0,-0.005410279531109108,0.0009074410163339383,-0.016758780531289,36462.0825,36462.0825,28.185,27.235,True
UBER/USD,True,False,0.005,0.05,0.05,27.655,27.57,27.845,27.655,spot,,UBER,False,USD,,True,True,280.0,-0.001984843016961386,0.0019927536231884057,-0.011262066499821238,256.29475,256.29475,28.165,27.2,True
UBXT/USD,True,False,5e-06,1.0,1.0,0.005045,0.00503,0.005035,0.005035,spot,,UBXT,False,USD,,False,True,280.0,0.0,0.0009940357852882703,0.0,1771.09998,1771.09998,0.005045,0.00503,
UBXT/USDT,True,False,5e-06,1.0,1.0,0.00504,0.00501,0.00504,0.00504,spot,,UBXT,False,USDT,,False,True,196.0,0.0,0.011033099297893681,0.004985044865403789,318.00379,318.0143890663207,0.005045,0.004985,
UMEE/USD,True,False,1e-05,10.0,10.0,0.01043,0.01041,0.01046,0.01043,spot,,UMEE,False,USD,,False,True,280.0,-0.008555133079847909,0.023552502453385672,-0.04487179487179487,5641.4377,5641.4377,0.01123,0.01011,
UNI-PERP,True,False,0.001,0.1,0.1,6.228,6.227,6.228,6.228,future,perpetual,,False,,UNI,False,False,350.0,-0.00922685332484887,-0.002242870874719641,-0.048143053645116916,14754783.2551,14754783.2551,6.629,6.181,
UNI-0930,True,False,0.001,0.1,0.1,6.218,6.211,6.227,6.218,future,future,,False,,UNI,False,False,350.0,-0.008925725215173734,-0.0008034709946970914,-0.04865361077111383,144614.9794,144614.9794,6.62,6.186,
UNI-1230,True,False,0.001,0.1,0.1,6.197,6.139,6.193,6.193,future,future,,False,,UNI,False,False,350.0,-0.006417455478902615,0.0038904198411411897,-0.04781672816728167,377.8719,377.8719,6.549,6.142,
UNI/BTC,True,False,5e-08,0.05,0.05,0.00032425,0.000324,0.0003251,0.00032425,spot,,UNI,False,BTC,,False,True,168.0,0.006362507759155804,-0.009015892420537897,-0.036976536976536974,0.984909765,18903.10719400845,0.0003392,0.000322,
UNI/USD,True,False,0.001,0.1,0.1,6.233,6.226,6.229,6.229,spot,,UNI,False,USD,,False,True,280.0,-0.008752387014640357,-0.0019227687870533568,-0.048426520012221204,3028081.434,3028081.434,6.627,6.187,
UNI/USDT,True,False,0.001,0.05,0.05,6.234,6.226,6.23,6.23,spot,,UNI,False,USDT,,False,True,196.0,-0.008908685968819599,-0.0016025641025641025,-0.0481283422459893,2675920.5521,2676009.7405320015,6.626,6.191,
UNISWAP-PERP,True,False,25.0,0.0001,0.0001,14225.0,14175.0,14225.0,14225.0,future,perpetual,,False,,UNISWAP,False,False,350.0,-0.01386481802426343,-0.0017543859649122807,-0.020654044750430294,140043.7225,140043.7225,14675.0,14125.0,
UNISWAP-0930,True,False,25.0,0.0001,0.0001,14250.0,14050.0,14100.0,14100.0,future,future,,False,,UNISWAP,False,False,350.0,-0.010526315789473684,0.0017761989342806395,-0.02422145328719723,1564.84,1564.84,14525.0,13975.0,
UNISWAP-1230,True,False,25.0,0.0001,0.0001,14250.0,14050.0,14200.0,14200.0,future,future,,False,,UNISWAP,False,False,350.0,-0.0035087719298245615,0.012477718360071301,-0.005253940455341506,3357.67,3357.67,14475.0,13900.0,
USD/JPY,True,False,0.01,1.0,1.0,144.66,144.52,144.65,144.65,spot,,USD,False,JPY,,False,True,196.0,0.00034578146611341634,0.000414966456878069,0.0020088667220836795,29505428.83,203587.458927,144.68,143.86,
USDT-PERP,True,False,0.0001,1.0,1.0,0.9999,0.9999,1.0,0.9999,future,perpetual,,False,,USDT,False,False,3000.0,0.0,-0.0001,0.0,8263362.986,8263362.986,1.0,0.9999,
USDT-0930,True,False,0.0001,1.0,1.0,0.9999,0.9999,1.0002,0.9999,future,future,,False,,USDT,False,False,3000.0,0.0,0.0,0.00010002000400080016,53349.6322,53349.6322,0.9999,0.9998,
USDT-1230,True,False,0.0001,1.0,1.0,0.9926,0.9923,0.9928,0.9926,future,future,,False,,USDT,False,False,3000.0,0.0,-0.00010073536818777072,-0.000201450443190975,1127820.3901,1127820.3901,0.9928,0.9925,
USDT/USD,True,False,0.0001,0.01,0.01,1.0001,1.0,1.0001,1.0001,spot,,USDT,False,USD,,False,True,2400.0,0.0,0.00020002000200020003,0.00020002000200020003,68135985.465742,68135985.465742,1.0001,0.9998,
USO-0930,True,False,0.005,0.01,0.01,67.25,66.975,67.59,67.25,future,future,,False,,USO,True,False,350.0,-0.0008171755441646237,0.020330754058564708,0.0,9399.55885,9399.55885,67.565,65.195,True
USO-1230,True,False,0.005,0.01,0.01,67.5,67.16,67.45,67.45,future,future,,False,,USO,True,False,350.0,-0.0007407407407407407,0.024998100448294203,0.0074682598954443615,49617.88815,49617.88815,67.67,65.175,True
USO/USD,True,False,0.005,0.01,0.01,67.195,67.075,67.32,67.195,spot,,USO,False,USD,,True,True,280.0,-0.003632858837485172,0.025173544892821725,0.0035844970502576356,29364.4372,29364.4372,67.615,65.06,True
USTC-PERP,True,False,5e-06,10.0,10.0,0.03018,0.030175,0.03023,0.03018,future,perpetual,,False,,USTC,False,False,350.0,-0.013725490196078431,-0.03176130895091434,-0.017578125,1154157.51545,1154157.51545,0.03217,0.029955,
VET-PERP,True,False,5e-06,1.0,1.0,0.022845,0.02284,0.02285,0.022845,future,perpetual,,False,,VET,False,False,600.0,-0.013601036269430052,0.02169051878354204,-0.004791984317142235,3681332.596145,3681332.596145,0.02317,0.022285,
